Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change,100,India,7271,Temperature change,7005,May,2020,2020,C,0.181,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1961,1961,C,-0.562,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1962,1962,C,0.023,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1963,1963,C,-0.162,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1964,1964,C,0.015,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1965,1965,C,0.568,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1966,1966,C,-0.055,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1967,1967,C,0.284,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1968,1968,C,0.137,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1969,1969,C,0.518,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1970,1970,C,-0.769,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1971,1971,C,-1.431,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1972,1972,C,1.155,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1973,1973,C,0.075,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1974,1974,C,-0.193,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1975,1975,C,-0.368,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1976,1976,C,-0.536,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1977,1977,C,-0.433,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1978,1978,C,-0.608,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1979,1979,C,0.817,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1980,1980,C,-0.553,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1981,1981,C,0.564,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1982,1982,C,0.14,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1983,1983,C,0.605,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1984,1984,C,-0.249,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1985,1985,C,-0.203,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1986,1986,C,0.167,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1987,1987,C,1.02,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1988,1988,C,0.238,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1989,1989,C,-0.757,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1990,1990,C,-0.323,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1991,1991,C,-0.204,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1992,1992,C,0.792,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1993,1993,C,0.403,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1994,1994,C,-0.094,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1995,1995,C,1.504,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1996,1996,C,-0.018,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1997,1997,C,-0.161,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1998,1998,C,1.093,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,1999,1999,C,-0.522,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2000,2000,C,-0.581,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2001,2001,C,-0.879,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2002,2002,C,0.361,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2003,2003,C,1.008,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2004,2004,C,-0.199,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2005,2005,C,1.491,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2006,2006,C,0.081,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2007,2007,C,0.267,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2008,2008,C,-0.985,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2009,2009,C,1.276,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2010,2010,C,0.894,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2011,2011,C,-0.324,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2012,2012,C,1.219,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2013,2013,C,-0.512,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2014,2014,C,1.525,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2015,2015,C,0.129,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2016,2016,C,0.751,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2017,2017,C,0.29,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2018,2018,C,0.483,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2019,2019,C,1.675,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7006,June,2020,2020,C,-0.381,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1961,1961,C,-0.268,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1962,1962,C,0.246,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1963,1963,C,0.458,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1964,1964,C,-0.378,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1965,1965,C,0.037,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1966,1966,C,0.793,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1967,1967,C,0.13,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1968,1968,C,0.12,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1969,1969,C,0.206,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1970,1970,C,0.253,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1971,1971,C,-0.46,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1972,1972,C,0.636,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1973,1973,C,0.097,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1974,1974,C,-0.007,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1975,1975,C,-0.567,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1976,1976,C,-0.08,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1977,1977,C,-0.337,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1978,1978,C,-0.673,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1979,1979,C,0.523,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1980,1980,C,-0.092,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1981,1981,C,-0.073,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1982,1982,C,0.968,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1983,1983,C,0.533,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1984,1984,C,-0.288,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1985,1985,C,-0.435,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1986,1986,C,-0.052,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1987,1987,C,1.232,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1988,1988,C,-0.122,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1989,1989,C,0.012,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1990,1990,C,-0.361,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1991,1991,C,0.695,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1992,1992,C,0.492,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1993,1993,C,0.359,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1994,1994,C,-0.565,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1995,1995,C,0.322,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1996,1996,C,0.377,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1997,1997,C,0.536,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1998,1998,C,0.672,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,1999,1999,C,0.364,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2000,2000,C,0.121,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2001,2001,C,0.168,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2002,2002,C,1.687,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2003,2003,C,0.38,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2004,2004,C,0.749,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2005,2005,C,0.345,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2006,2006,C,0.609,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2007,2007,C,0.599,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2008,2008,C,0.385,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2009,2009,C,0.798,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2010,2010,C,0.637,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2011,2011,C,0.555,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2012,2012,C,0.765,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2013,2013,C,0.081,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2014,2014,C,1.012,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2015,2015,C,0.942,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2016,2016,C,0.361,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2017,2017,C,0.443,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2018,2018,C,0.474,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2019,2019,C,1.057,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7007,July,2020,2020,C,1.049,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1961,1961,C,0.039,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1962,1962,C,-0.058,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1963,1963,C,0.044,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1964,1964,C,-0.037,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1965,1965,C,0.059,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1966,1966,C,0.237,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1967,1967,C,-0.15,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1968,1968,C,0.114,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1969,1969,C,0.005,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1970,1970,C,0.112,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1971,1971,C,-0.379,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1972,1972,C,0.232,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1973,1973,C,-0.144,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1974,1974,C,0.23,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1975,1975,C,-0.073,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1976,1976,C,-0.424,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1977,1977,C,0.062,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1978,1978,C,-0.324,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1979,1979,C,0.32,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1980,1980,C,0.071,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1981,1981,C,0.155,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1982,1982,C,0.145,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1983,1983,C,0.308,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1984,1984,C,-0.123,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1985,1985,C,0.061,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1986,1986,C,0.046,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1987,1987,C,0.998,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1988,1988,C,0.225,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1989,1989,C,0.002,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1990,1990,C,0.247,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1991,1991,C,-0.053,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1992,1992,C,-0.029,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1993,1993,C,0.621,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1994,1994,C,-0.221,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1995,1995,C,0.406,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1996,1996,C,-0.24,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1997,1997,C,0.498,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1998,1998,C,0.763,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,1999,1999,C,0.328,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2000,2000,C,0.581,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2001,2001,C,0.605,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2002,2002,C,0.49,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2003,2003,C,0.628,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2004,2004,C,0.44,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2005,2005,C,0.792,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2006,2006,C,0.324,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2007,2007,C,0.635,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2008,2008,C,0.222,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2009,2009,C,1.206,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2010,2010,C,0.703,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2011,2011,C,0.433,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2012,2012,C,0.417,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2013,2013,C,0.258,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2014,2014,C,0.889,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2015,2015,C,0.99,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2016,2016,C,0.807,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2017,2017,C,0.898,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2018,2018,C,0.49,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2019,2019,C,0.82,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7008,August,2020,2020,C,0.741,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1961,1961,C,-0.315,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1962,1962,C,-0.319,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1963,1963,C,0.1,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1964,1964,C,-0.134,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1965,1965,C,-0.037,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1966,1966,C,0.058,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1967,1967,C,-0.257,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1968,1968,C,0.652,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1969,1969,C,-0.036,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1970,1970,C,-0.018,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1971,1971,C,0.031,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1972,1972,C,0.143,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1973,1973,C,-0.085,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1974,1974,C,0.443,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1975,1975,C,-0.585,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1976,1976,C,-0.211,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1977,1977,C,-0.126,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1978,1978,C,-0.267,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1979,1979,C,0.388,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1980,1980,C,0.497,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1981,1981,C,0.202,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1982,1982,C,0.327,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1983,1983,C,0.077,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1984,1984,C,-0.421,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1985,1985,C,0.188,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1986,1986,C,0.364,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1987,1987,C,1.174,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1988,1988,C,0.619,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1989,1989,C,0.163,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1990,1990,C,-0.008,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1991,1991,C,0.291,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1992,1992,C,-0.096,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1993,1993,C,-0.07,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1994,1994,C,-0.09,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1995,1995,C,0.433,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1996,1996,C,0.195,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1997,1997,C,0.316,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1998,1998,C,0.593,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,1999,1999,C,0.368,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2000,2000,C,0.392,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2001,2001,C,1.128,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2002,2002,C,0.552,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2003,2003,C,0.352,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2004,2004,C,0.797,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2005,2005,C,0.605,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2006,2006,C,0.594,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2007,2007,C,0.582,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2008,2008,C,0.479,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2009,2009,C,1.134,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2010,2010,C,0.385,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2011,2011,C,0.377,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2012,2012,C,0.414,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2013,2013,C,0.85,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2014,2014,C,0.458,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2015,2015,C,1.343,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2016,2016,C,0.659,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2017,2017,C,1.101,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2018,2018,C,0.571,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2019,2019,C,0.531,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7009,September,2020,2020,C,1.201,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1961,1961,C,-0.718,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1962,1962,C,-0.819,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1963,1963,C,0.143,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1964,1964,C,0.039,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1965,1965,C,0.433,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1966,1966,C,0.223,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1967,1967,C,-0.338,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1968,1968,C,-0.293,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1969,1969,C,0.253,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1970,1970,C,0.189,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1971,1971,C,-0.349,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1972,1972,C,0.001,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1973,1973,C,-0.193,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1974,1974,C,0.288,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1975,1975,C,0.255,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1976,1976,C,0.759,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1977,1977,C,0.17,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1978,1978,C,0.194,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1979,1979,C,0.707,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1980,1980,C,0.617,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1981,1981,C,0.174,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1982,1982,C,0.509,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1983,1983,C,-0.403,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1984,1984,C,-0.109,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1985,1985,C,-0.646,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1986,1986,C,0.2,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1987,1987,C,0.658,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1988,1988,C,0.12,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1989,1989,C,0.268,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1990,1990,C,-0.429,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1991,1991,C,-0.136,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1992,1992,C,-0.109,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1993,1993,C,0.367,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1994,1994,C,-0.167,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1995,1995,C,0.627,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1996,1996,C,-0.292,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1997,1997,C,-0.478,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1998,1998,C,0.639,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,1999,1999,C,0.263,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,2000,2000,C,1.159,Fc,Calculated data
ET,Temperature change,100,India,7271,Temperature change,7010,October,2001,2001,C,0.842,Fc,Calculated data
